Start Date,1y_1.00% Bid Price,1y_1.00% Ask Price,1y_1.00% Last Price,3y_1.00% Bid Price,3y_1.00% Ask Price,3y_1.00% Last Price,5y_1.00% Bid Price,5y_1.00% Ask Price,5y_1.00% Last Price,7y_1.00% Bid Price,7y_1.00% Ask Price,7y_1.00% Last Price,10y_1.00% Bid Price,10y_1.00% Ask Price,10y_1.00% Last Price,15y_1.00% Bid Price,15y_1.00% Ask Price,15y_1.00% Last Price,20y_1.00% Bid Price,20y_1.00% Ask Price,20y_1.00% Last Price,30y_1.00% Bid Price,30y_1.00% Ask Price,30y_1.00% Last Price,1y_1.50% Bid Price,1y_1.50% Ask Price,1y_1.50% Last Price,3y_1.50% Bid Price,3y_1.50% Ask Price,3y_1.50% Last Price,5y_1.50% Bid Price,5y_1.50% Ask Price,5y_1.50% Last Price,7y_1.50% Bid Price,7y_1.50% Ask Price,7y_1.50% Last Price,10y_1.50% Bid Price,10y_1.50% Ask Price,10y_1.50% Last Price,15y_1.50% Bid Price,15y_1.50% Ask Price,15y_1.50% Last Price,20y_1.50% Bid Price,20y_1.50% Ask Price,20y_1.50% Last Price,30y_1.50% Bid Price,30y_1.50% Ask Price,30y_1.50% Last Price,1y_2.00% Bid Price,1y_2.00% Ask Price,1y_2.00% Last Price,3y_2.00% Bid Price,3y_2.00% Ask Price,3y_2.00% Last Price,5y_2.00% Bid Price,5y_2.00% Ask Price,5y_2.00% Last Price,7y_2.00% Bid Price,7y_2.00% Ask Price,7y_2.00% Last Price,10y_2.00% Bid Price,10y_2.00% Ask Price,10y_2.00% Last Price,15y_2.00% Bid Price,15y_2.00% Ask Price,15y_2.00% Last Price,20y_2.00% Bid Price,20y_2.00% Ask Price,20y_2.00% Last Price,30y_2.00% Bid Price,30y_2.00% Ask Price,30y_2.00% Last Price,1y_2.50% Bid Price,1y_2.50% Ask Price,1y_2.50% Last Price,3y_2.50% Bid Price,3y_2.50% Ask Price,3y_2.50% Last Price,5y_2.50% Bid Price,5y_2.50% Ask Price,5y_2.50% Last Price,7y_2.50% Bid Price,7y_2.50% Ask Price,7y_2.50% Last Price,10y_2.50% Bid Price,10y_2.50% Ask Price,10y_2.50% Last Price,15y_2.50% Bid Price,15y_2.50% Ask Price,15y_2.50% Last Price,20y_2.50% Bid Price,20y_2.50% Ask Price,20y_2.50% Last Price,30y_2.50% Bid Price,30y_2.50% Ask Price,30y_2.50% Last Price,1y_3.00% Bid Price,1y_3.00% Ask Price,1y_3.00% Last Price,3y_3.00% Bid Price,3y_3.00% Ask Price,3y_3.00% Last Price,5y_3.00% Bid Price,5y_3.00% Ask Price,5y_3.00% Last Price,7y_3.00% Bid Price,7y_3.00% Ask Price,7y_3.00% Last Price,10y_3.00% Bid Price,10y_3.00% Ask Price,10y_3.00% Last Price,15y_3.00% Bid Price,15y_3.00% Ask Price,15y_3.00% Last Price,20y_3.00% Bid Price,20y_3.00% Ask Price,20y_3.00% Last Price,30y_3.00% Bid Price,30y_3.00% Ask Price,30y_3.00% Last Price,1y_3.50% Bid Price,1y_3.50% Ask Price,1y_3.50% Last Price,3y_3.50% Bid Price,3y_3.50% Ask Price,3y_3.50% Last Price,5y_3.50% Bid Price,5y_3.50% Ask Price,5y_3.50% Last Price,7y_3.50% Bid Price,7y_3.50% Ask Price,7y_3.50% Last Price,10y_3.50% Bid Price,10y_3.50% Ask Price,10y_3.50% Last Price,15y_3.50% Bid Price,15y_3.50% Ask Price,15y_3.50% Last Price,20y_3.50% Bid Price,20y_3.50% Ask Price,20y_3.50% Last Price,30y_3.50% Bid Price,30y_3.50% Ask Price,30y_3.50% Last Price,1y_4.00% Bid Price,1y_4.00% Ask Price,1y_4.00% Last Price,3y_4.00% Bid Price,3y_4.00% Ask Price,3y_4.00% Last Price,5y_4.00% Bid Price,5y_4.00% Ask Price,5y_4.00% Last Price,7y_4.00% Bid Price,7y_4.00% Ask Price,7y_4.00% Last Price,10y_4.00% Bid Price,10y_4.00% Ask Price,10y_4.00% Last Price,15y_4.00% Bid Price,15y_4.00% Ask Price,15y_4.00% Last Price,20y_4.00% Bid Price,20y_4.00% Ask Price,20y_4.00% Last Price,30y_4.00% Bid Price,30y_4.00% Ask Price,30y_4.00% Last Price,1y_4.50% Bid Price,1y_4.50% Ask Price,1y_4.50% Last Price,3y_4.50% Bid Price,3y_4.50% Ask Price,3y_4.50% Last Price,5y_4.50% Bid Price,5y_4.50% Ask Price,5y_4.50% Last Price,7y_4.50% Bid Price,7y_4.50% Ask Price,7y_4.50% Last Price,10y_4.50% Bid Price,10y_4.50% Ask Price,10y_4.50% Last Price,15y_4.50% Bid Price,15y_4.50% Ask Price,15y_4.50% Last Price,20y_4.50% Bid Price,20y_4.50% Ask Price,20y_4.50% Last Price,30y_4.50% Bid Price,30y_4.50% Ask Price,30y_4.50% Last Price,1y_5.00% Bid Price,1y_5.00% Ask Price,1y_5.00% Last Price,3y_5.00% Bid Price,3y_5.00% Ask Price,3y_5.00% Last Price,5y_5.00% Bid Price,5y_5.00% Ask Price,5y_5.00% Last Price,7y_5.00% Bid Price,7y_5.00% Ask Price,7y_5.00% Last Price,10y_5.00% Bid Price,10y_5.00% Ask Price,10y_5.00% Last Price,15y_5.00% Bid Price,15y_5.00% Ask Price,15y_5.00% Last Price,20y_5.00% Bid Price,20y_5.00% Ask Price,20y_5.00% Last Price,30y_5.00% Bid Price,30y_5.00% Ask Price,30y_5.00% Last Price,1y_6.00% Bid Price,1y_6.00% Ask Price,1y_6.00% Last Price,3y_6.00% Bid Price,3y_6.00% Ask Price,3y_6.00% Last Price,5y_6.00% Bid Price,5y_6.00% Ask Price,5y_6.00% Last Price,7y_6.00% Bid Price,7y_6.00% Ask Price,7y_6.00% Last Price,10y_6.00% Bid Price,10y_6.00% Ask Price,10y_6.00% Last Price,15y_6.00% Bid Price,15y_6.00% Ask Price,15y_6.00% Last Price,20y_6.00% Bid Price,20y_6.00% Ask Price,20y_6.00% Last Price,30y_6.00% Bid Price,30y_6.00% Ask Price,30y_6.00% Last Price
2013-09-23 00:00:00,,,73.376,,,121.011,,,153.545,,,173.445,,,192.04,,,211.795,,,223.151,,,235.131,,,42.085,,,86.232,,,117.006,,,135.937,,,153.78,,,173.008,,,184.238,,,196.012,,,21.438,,,58.92,,,86.561,,,103.78,,,120.251,,,138.449,,,149.339,,,160.784,,,10.083,,,39.279,,,62.743,,,77.632,,,92.182,,,108.885,,,119.254,,,130.343,,,4.616,,,26.056,,,45.064,,,57.374,,,69.718,,,84.645,,,94.403,,,105.249,,,2.143,,,17.484,,,32.444,,,42.317,,,52.48,,,65.588,,,74.739,,,85.506,,,1.021,,,11.99,,,23.636,,,31.458,,,39.698,,,51.125,,,59.721,,,70.519,,,0.511,,,8.438,,,17.527,,,23.735,,,30.406,,,40.381,,,48.483,,,59.336,,,0.26,,,6.092,,,13.259,,,18.241,,,23.679,,,32.443,,,40.104,,,50.987,,,0.08,,,3.411,,,8.041,,,11.393,,,15.144,,,22.082,,,28.989,,,39.82
2013-09-24 00:00:00,,,70.882,,,118.933,,,148.176,,,168.477,,,187.509,,,208.087,,,219.521,,,231.59,,,40.192,,,84.544,,,112.226,,,131.475,,,149.674,,,169.637,,,180.925,,,192.774,,,20.266,,,57.666,,,82.51,,,99.944,,,116.681,,,135.501,,,146.428,,,157.937,,,9.472,,,38.411,,,59.479,,,74.495,,,89.216,,,106.419,,,116.807,,,127.962,,,4.326,,,25.477,,,42.565,,,54.934,,,67.371,,,82.681,,,92.446,,,103.368,,,2.013,,,17.106,,,30.604,,,40.497,,,50.702,,,64.09,,,73.245,,,84.1,,,0.961,,,11.741,,,22.311,,,30.135,,,38.389,,,50.019,,,58.617,,,69.509,,,0.481,,,8.271,,,16.578,,,22.781,,,29.453,,,39.576,,,47.679,,,58.628,,,0.25,,,5.98,,,12.573,,,17.549,,,22.984,,,31.858,,,39.521,,,50.498,,,0.08,,,3.3529999999999998,,,7.665,,,11.013,,,14.76,,,21.762,,,28.674,,,39.593
2013-09-25 00:00:00,,,73.326,,,118.7,,,148.582,,,167.663,,,186.472,,,206.839,,,218.586,,,231.049,,,41.945,,,84.209,,,112.53,,,130.663,,,148.67,,,168.443,,,180.03,,,192.252,,,21.308,,,57.264,,,82.713,,,99.166,,,115.739,,,134.394,,,145.597,,,157.446,,,9.993,,,38.018,,,59.621,,,73.803,,,88.39,,,105.447,,,116.078,,,127.527,,,4.566,,,25.158,,,42.677,,,54.37,,,66.698,,,81.879,,,91.849,,,103.009,,,2.113,,,16.871,,,30.697,,,40.068,,,50.187,,,63.468,,,72.784,,,83.822,,,1.011,,,11.578,,,22.389,,,29.824,,,38.014,,,49.555,,,58.277,,,69.308,,,0.501,,,8.159,,,16.641,,,22.56,,,29.184,,,39.235,,,47.436,,,58.488,,,0.26,,,5.905,,,12.625,,,17.392,,,22.792,,,31.609,,,39.347,,,50.405,,,0.08,,,3.315,,,7.701,,,10.931000000000001,,,14.659,,,21.624,,,28.585,,,39.557
2013-09-26 00:00:00,,,73.509,,,116.82,,,148.233,,,169.073,,,187.428,,,207.532,,,219.147,,,232.007,,,42.077,,,82.557,,,112.241,,,132,,,149.576,,,169.099,,,180.56,,,193.147,,,21.379,,,55.904,,,82.499,,,100.401,,,116.578,,,135,,,146.084,,,158.254,,,10.034,,,36.984,,,59.488,,,74.899,,,89.135,,,105.983,,,116.507,,,128.217,,,4.586,,,24.426,,,42.607,,,55.29,,,67.32,,,82.326,,,92.202,,,103.554,,,2.123,,,16.377,,,30.666,,,40.796,,,50.678,,,63.817,,,73.055,,,84.223,,,1.021,,,11.247,,,22.379,,,30.375,,,38.382,,,49.815,,,58.474,,,69.585,,,0.511,,,7.938,,,16.639,,,22.969,,,29.457,,,39.425,,,47.573,,,58.673,,,0.26,,,5.751,,,12.626,,,17.694,,,22.993,,,31.746,,,39.441,,,50.523,,,0.08,,,3.242,,,7.704,,,11.102,,,14.772,,,21.698,,,28.626,,,39.598
2013-09-27 00:00:00,,,72.055,,,118.319,,,147.436,,,167.462,,,187.397,,,207.873,,,219.208,,,231.593,,,41.174,,,83.956,,,111.538,,,130.53,,,149.664,,,169.517,,,180.698,,,192.826,,,20.928,,,57.128,,,81.878,,,99.083,,,116.768,,,135.475,,,146.291,,,158.034,,,9.853,,,37.957,,,58.92,,,73.729,,,89.392,,,106.484,,,116.759,,,128.097,,,4.526,,,25.125,,,42.074,,,54.265,,,67.602,,,82.812,,,92.472,,,103.525,,,2.103,,,16.844,,,30.171,,,39.917,,,50.95,,,64.259,,,73.319,,,84.259,,,1.011,,,11.549,,,21.928,,,29.631,,,38.621,,,50.196,,,58.715,,,69.657,,,0.501,,,8.127,,,16.238,,,22.347,,,29.655,,,39.744,,,47.782,,,58.758,,,0.26,,,5.873,,,12.274000000000001,,,17.173,,,23.153,,,32.008,,,39.619,,,50.609,,,0.08,,,3.288,,,7.438,,,10.731,,,14.873,,,21.877,,,28.754,,,39.672
2013-09-30 00:00:00,,,70.505,,,116.227,,,146.53,,,167.271,,,187.387,,,207.738,,,219.157,,,231.599,,,40.024,,,82.178,,,110.764,,,130.403,,,149.587,,,169.316,,,180.588,,,192.782,,,20.217,,,55.713,,,81.234,,,99.003,,,116.591,,,135.184,,,146.101,,,157.921,,,9.463,,,36.873,,,58.367,,,73.658,,,89.082,,,106.08,,,116.47,,,127.898,,,4.336,,,24.307,,,41.573,,,54.167,,,67.163,,,82.308,,,92.092,,,103.244,,,2.013,,,16.227,,,29.707,,,39.783,,,50.435,,,63.707,,,72.89,,,83.93,,,0.961,,,11.079,,,21.503,,,29.471,,,38.107,,,49.664,,,58.294,,,69.328,,,0.481,,,7.764,,,15.857,,,22.176,,,29.202,,,39.284,,,47.414,,,58.465,,,0.25,,,5.588,,,11.938,,,17.004,,,22.791,,,31.643,,,39.324,,,50.371,,,0.08,,,3.11,,,7.18,,,10.584,,,14.692,,,21.693,,,28.603,,,39.544
2013-10-01 00:00:00,,,69.591,,,113.923,,,147.772,,,169.129,,,189.275,,,209.95,,,221.678,,,233.953,,,39.281,,,79.792,,,111.719,,,131.98,,,151.24,,,171.313,,,182.889,,,194.934,,,19.726,,,53.436,,,81.94,,,100.301,,,117.998,,,136.941,,,148.145,,,159.831,,,9.212,,,34.903,,,58.879,,,74.686,,,90.237,,,107.574,,,118.222,,,129.524,,,4.206,,,22.747,,,41.934,,,54.931,,,68.059,,,83.521,,,93.524,,,104.557,,,1.9529999999999998,,,15.051,,,29.942,,,40.301,,,51.082,,,64.64,,,74.005,,,84.934,,,0.941,,,10.215,,,21.64,,,29.787,,,38.541,,,50.352,,,59.13,,,70.063,,,0.471,,,7.132,,,15.925,,,22.343,,,29.476,,,39.781,,,48.033,,,58.993,,,0.24,,,5.121,,,11.964,,,17.075,,,22.954,,,32.002,,,39.785,,,50.748,,,0.07,,,2.844,,,7.17,,,10.563,,,14.74,,,21.89,,,28.872,,,39.74
2013-10-02 00:00:00,,,73.436,,,117.017,,,149.28,,,169.345,,,189.081,,,209.888,,,221.471,,,233.591,,,41.925,,,81.916,,,112.28,,,131.561,,,150.603,,,170.919,,,182.418,,,194.379,,,21.138,,,54.466,,,81.471,,,99.204,,,116.897,,,136.198,,,147.4,,,159.08,,,9.783,,,35.037,,,57.586,,,73.083,,,88.805,,,106.579,,,117.285,,,128.65,,,4.386,,,22.35,,,40.231,,,53.142,,,66.537,,,82.446,,,92.54,,,103.678,,,1.9929999999999999,,,14.45,,,28.234,,,38.628,,,49.691,,,63.646,,,73.105,,,84.153,,,0.931,,,9.595,,,20.173,,,28.397,,,37.401,,,49.526,,,58.384,,,69.429,,,0.461,,,6.58,,,14.783,,,21.276,,,28.603,,,39.139,,,47.451,,,58.508,,,0.23,,,4.6530000000000005,,,11.126,,,16.294,,,22.316,,,31.523,,,39.345,,,50.39,,,0.07,,,2.528,,,6.777,,,10.184,,,14.427,,,21.639,,,28.632,,,39.557
2013-10-03 00:00:00,,,77.34,,,119.417,,,148.382,,,168.449,,,188.418,,,208.587,,,220.501,,,232.949,,,44.778,,,83.78,,,111.247,,,130.583,,,149.882,,,169.622,,,181.445,,,193.725,,,22.85,,,55.712,,,80.328,,,98.17,,,116.134,,,134.935,,,146.446,,,158.428,,,10.644,,,35.762,,,56.464,,,72.095,,,88.076,,,105.422,,,116.406,,,128.039,,,4.786,,,22.737,,,39.27,,,52.306,,,65.92,,,81.466,,,91.794,,,103.15,,,2.173,,,14.653,,,27.496,,,37.985,,,49.218,,,62.87,,,72.514,,,83.727,,,1.011,,,9.708,,,19.638,,,27.93,,,37.057,,,48.938,,,57.935,,,69.1,,,0.491,,,6.643,,,14.399000000000001,,,20.943,,,28.36,,,38.698,,,47.114,,,58.255,,,0.25,,,4.693,,,10.850999999999999,,,16.054,,,22.142,,,31.192,,,39.092,,,50.195,,,0.07,,,2.548,,,6.627,,,10.053,,,14.333,,,21.444,,,28.483,,,39.434
2013-10-04 00:00:00,,,76.429,,,120.217,,,149.702,,,169.926,,,189.254,,,209.555,,,221.016,,,233.546,,,44.247,,,84.485,,,112.444,,,131.932,,,150.635,,,170.508,,,181.909,,,194.267,,,22.619,,,56.282,,,81.352,,,99.344,,,116.773,,,135.71,,,146.84,,,158.894,,,10.574,,,36.171,,,57.277,,,73.049,,,88.578,,,106.059,,,116.717,,,128.41,,,4.776,,,23.002,,,39.869,,,53.034,,,66.284,,,81.958,,,92.019,,,103.422,,,2.173,,,14.815,,,27.913,,,38.512,,,49.465,,,63.232,,,72.665,,,83.91,,,1.021,,,9.805,,,19.921,,,28.3,,,37.22,,,49.195,,,58.031,,,69.213,,,0.501,,,6.702,,,14.593,,,21.201,,,28.466,,,38.881,,,47.171,,,58.321,,,0.25,,,4.731,,,10.984,,,16.236,,,22.212,,,31.321,,,39.123,,,50.228,,,0.07,,,2.5620000000000003,,,6.697,,,10.149,,,14.364,,,21.511,,,28.485,,,39.431
