Start Date,1y-1.00% Bid Price,1y-1.00% Ask Price,1y-1.00% Last Price,3y-1.00% Bid Price,3y-1.00% Ask Price,3y-1.00% Last Price,5y-1.00% Bid Price,5y-1.00% Ask Price,5y-1.00% Last Price,7y-1.00% Bid Price,7y-1.00% Ask Price,7y-1.00% Last Price,10y-1.00% Bid Price,10y-1.00% Ask Price,10y-1.00% Last Price,15y-1.00% Bid Price,15y-1.00% Ask Price,15y-1.00% Last Price,20y-1.00% Bid Price,20y-1.00% Ask Price,20y-1.00% Last Price,30y-1.00% Bid Price,30y-1.00% Ask Price,30y-1.00% Last Price,1y-1.50% Bid Price,1y-1.50% Ask Price,1y-1.50% Last Price,3y-1.50% Bid Price,3y-1.50% Ask Price,3y-1.50% Last Price,5y-1.50% Bid Price,5y-1.50% Ask Price,5y-1.50% Last Price,7y-1.50% Bid Price,7y-1.50% Ask Price,7y-1.50% Last Price,10y-1.50% Bid Price,10y-1.50% Ask Price,10y-1.50% Last Price,15y-1.50% Bid Price,15y-1.50% Ask Price,15y-1.50% Last Price,20y-1.50% Bid Price,20y-1.50% Ask Price,20y-1.50% Last Price,30y-1.50% Bid Price,30y-1.50% Ask Price,30y-1.50% Last Price,1y-2.00% Bid Price,1y-2.00% Ask Price,1y-2.00% Last Price,3y-2.00% Bid Price,3y-2.00% Ask Price,3y-2.00% Last Price,5y-2.00% Bid Price,5y-2.00% Ask Price,5y-2.00% Last Price,7y-2.00% Bid Price,7y-2.00% Ask Price,7y-2.00% Last Price,10y-2.00% Bid Price,10y-2.00% Ask Price,10y-2.00% Last Price,15y-2.00% Bid Price,15y-2.00% Ask Price,15y-2.00% Last Price,20y-2.00% Bid Price,20y-2.00% Ask Price,20y-2.00% Last Price,30y-2.00% Bid Price,30y-2.00% Ask Price,30y-2.00% Last Price,1y-2.50% Bid Price,1y-2.50% Ask Price,1y-2.50% Last Price,3y-2.50% Bid Price,3y-2.50% Ask Price,3y-2.50% Last Price,5y-2.50% Bid Price,5y-2.50% Ask Price,5y-2.50% Last Price,7y-2.50% Bid Price,7y-2.50% Ask Price,7y-2.50% Last Price,10y-2.50% Bid Price,10y-2.50% Ask Price,10y-2.50% Last Price,15y-2.50% Bid Price,15y-2.50% Ask Price,15y-2.50% Last Price,20y-2.50% Bid Price,20y-2.50% Ask Price,20y-2.50% Last Price,30y-2.50% Bid Price,30y-2.50% Ask Price,30y-2.50% Last Price,1y-3.00% Bid Price,1y-3.00% Ask Price,1y-3.00% Last Price,3y-3.00% Bid Price,3y-3.00% Ask Price,3y-3.00% Last Price,5y-3.00% Bid Price,5y-3.00% Ask Price,5y-3.00% Last Price,7y-3.00% Bid Price,7y-3.00% Ask Price,7y-3.00% Last Price,10y-3.00% Bid Price,10y-3.00% Ask Price,10y-3.00% Last Price,15y-3.00% Bid Price,15y-3.00% Ask Price,15y-3.00% Last Price,20y-3.00% Bid Price,20y-3.00% Ask Price,20y-3.00% Last Price,30y-3.00% Bid Price,30y-3.00% Ask Price,30y-3.00% Last Price,1y-3.50% Bid Price,1y-3.50% Ask Price,1y-3.50% Last Price,3y-3.50% Bid Price,3y-3.50% Ask Price,3y-3.50% Last Price,5y-3.50% Bid Price,5y-3.50% Ask Price,5y-3.50% Last Price,7y-3.50% Bid Price,7y-3.50% Ask Price,7y-3.50% Last Price,10y-3.50% Bid Price,10y-3.50% Ask Price,10y-3.50% Last Price,15y-3.50% Bid Price,15y-3.50% Ask Price,15y-3.50% Last Price,20y-3.50% Bid Price,20y-3.50% Ask Price,20y-3.50% Last Price,30y-3.50% Bid Price,30y-3.50% Ask Price,30y-3.50% Last Price,1y-4.00% Bid Price,1y-4.00% Ask Price,1y-4.00% Last Price,3y-4.00% Bid Price,3y-4.00% Ask Price,3y-4.00% Last Price,5y-4.00% Bid Price,5y-4.00% Ask Price,5y-4.00% Last Price,7y-4.00% Bid Price,7y-4.00% Ask Price,7y-4.00% Last Price,10y-4.00% Bid Price,10y-4.00% Ask Price,10y-4.00% Last Price,15y-4.00% Bid Price,15y-4.00% Ask Price,15y-4.00% Last Price,20y-4.00% Bid Price,20y-4.00% Ask Price,20y-4.00% Last Price,30y-4.00% Bid Price,30y-4.00% Ask Price,30y-4.00% Last Price,1y-4.50% Bid Price,1y-4.50% Ask Price,1y-4.50% Last Price,3y-4.50% Bid Price,3y-4.50% Ask Price,3y-4.50% Last Price,5y-4.50% Bid Price,5y-4.50% Ask Price,5y-4.50% Last Price,7y-4.50% Bid Price,7y-4.50% Ask Price,7y-4.50% Last Price,10y-4.50% Bid Price,10y-4.50% Ask Price,10y-4.50% Last Price,15y-4.50% Bid Price,15y-4.50% Ask Price,15y-4.50% Last Price,20y-4.50% Bid Price,20y-4.50% Ask Price,20y-4.50% Last Price,30y-4.50% Bid Price,30y-4.50% Ask Price,30y-4.50% Last Price,1y-5.00% Bid Price,1y-5.00% Ask Price,1y-5.00% Last Price,3y-5.00% Bid Price,3y-5.00% Ask Price,3y-5.00% Last Price,5y-5.00% Bid Price,5y-5.00% Ask Price,5y-5.00% Last Price,7y-5.00% Bid Price,7y-5.00% Ask Price,7y-5.00% Last Price,10y-5.00% Bid Price,10y-5.00% Ask Price,10y-5.00% Last Price,15y-5.00% Bid Price,15y-5.00% Ask Price,15y-5.00% Last Price,20y-5.00% Bid Price,20y-5.00% Ask Price,20y-5.00% Last Price,30y-5.00% Bid Price,30y-5.00% Ask Price,30y-5.00% Last Price,1y-6.00% Bid Price,1y-6.00% Ask Price,1y-6.00% Last Price,3y-6.00% Bid Price,3y-6.00% Ask Price,3y-6.00% Last Price,5y-6.00% Bid Price,5y-6.00% Ask Price,5y-6.00% Last Price,7y-6.00% Bid Price,7y-6.00% Ask Price,7y-6.00% Last Price,10y-6.00% Bid Price,10y-6.00% Ask Price,10y-6.00% Last Price,15y-6.00% Bid Price,15y-6.00% Ask Price,15y-6.00% Last Price,20y-6.00% Bid Price,20y-6.00% Ask Price,20y-6.00% Last Price,30y-6.00% Bid Price,30y-6.00% Ask Price,30y-6.00% Last Price
2015-08-14 00:00:00,23.988,23.988,23.988,179.355,179.355,179.355,368.665,368.665,368.665,617.928,617.928,617.928,1134.194,1134.194,1134.194,2023.339,2023.339,2023.339,3011.647,3011.647,3011.647,5360.442,5360.442,5360.442,8.388,8.388,8.388,99.872,99.872,99.872,207.081,207.081,207.081,359.622,359.622,359.622,728.843,728.843,728.843,1350.046,1350.046,1350.046,2028.548,2028.548,2028.548,3659.749,3659.749,3659.749,2.331,2.331,2.331,52.606,52.606,52.606,111.278,111.278,111.278,189.682,189.682,189.682,423.206,423.206,423.206,808.525,808.525,808.525,1210.967,1210.967,1210.967,2176.594,2176.594,2176.594,0.643,0.643,0.643,28.147,28.147,28.147,63.657,63.657,63.657,100.987,100.987,100.987,234.475,234.475,234.475,450.999,450.999,450.999,664.558,664.558,664.558,1186.486,1186.486,1186.486,0.201,0.201,0.201,16.351,16.351,16.351,40.17,40.17,40.17,57.705,57.705,57.705,132.301,132.301,132.301,249.945,249.945,249.945,361.602,361.602,361.602,658.265,658.265,658.265,0.08,0.08,0.08,10.195,10.195,10.195,27.359,27.359,27.359,35.809,35.809,35.809,78.601,78.601,78.601,143.493,143.493,143.493,204.873,204.873,204.873,390.593,390.593,390.593,0.03,0.03,0.03,6.755,6.755,6.755,19.767,19.767,19.767,23.699,23.699,23.699,49.273,49.273,49.273,86.37,86.37,86.37,122.406,122.406,122.406,247.963,247.963,247.963,0.01,0.01,0.01,4.731,4.731,4.731,14.946,14.946,14.946,16.521,16.521,16.521,32.414,32.414,32.414,54.426,54.426,54.426,76.868,76.868,76.868,166.415,166.415,166.415,0.01,0.01,0.01,3.46,3.46,3.46,11.733,11.733,11.733,12.02,12.02,12.02,22.22,22.22,22.22,35.7,35.7,35.7,50.377,50.377,50.377,116.764,116.764,116.764,0.02,0.02,0.02,2.045,2.045,2.045,7.872,7.872,7.872,7.019,7.019,7.019,11.534,11.534,11.534,16.946,16.946,16.946,23.999,23.999,23.999,63.477,63.477,63.477
2015-08-17 00:00:00,22.769,22.769,22.769,168.068,168.068,168.068,353.813,353.813,353.813,594.385,594.385,594.385,1103.552,1103.552,1103.552,1965.976,1965.976,1965.976,2951.875,2951.875,2951.875,5235.293,5235.293,5235.293,7.764,7.764,7.764,92.595,92.595,92.595,197.142,197.142,197.142,342.198,342.198,342.198,704.14,704.14,704.14,1301.951,1301.951,1301.951,1977.47,1977.47,1977.47,3550.372,3550.372,3550.372,2.1189999999999998,2.1189999999999998,2.1189999999999998,48.661,48.661,48.661,106.07,106.07,106.07,179.783,179.783,179.783,406.693,406.693,406.693,774.431,774.431,774.431,1174.245,1174.245,1174.245,2097.582,2097.582,2097.582,0.593,0.593,0.593,26.131,26.131,26.131,61.034,61.034,61.034,96.064,96.064,96.064,225.123,225.123,225.123,430.79,430.79,430.79,642.966,642.966,642.966,1141.512,1141.512,1141.512,0.191,0.191,0.191,15.274000000000001,15.274000000000001,15.274000000000001,38.726,38.726,38.726,55.194,55.194,55.194,127.29,127.29,127.29,239.018,239.018,239.018,350.158,350.158,350.158,634.949,634.949,634.949,0.07,0.07,0.07,9.577,9.577,9.577,26.485,26.485,26.485,34.42,34.42,34.42,75.854,75.854,75.854,137.589,137.589,137.589,198.809,198.809,198.809,378.052,378.052,378.052,0.03,0.03,0.03,6.378,6.378,6.378,19.196,19.196,19.196,22.879,22.879,22.879,47.685,47.685,47.685,83.068,83.068,83.068,119.034,119.034,119.034,240.7,240.7,240.7,0.01,0.01,0.01,4.479,4.479,4.479,14.556000000000001,14.556000000000001,14.556000000000001,15.999,15.999,15.999,31.443,31.443,31.443,52.48,52.48,52.48,74.894,74.894,74.894,161.93,161.93,161.93,0.01,0.01,0.01,3.282,3.282,3.282,11.445,11.445,11.445,11.666,11.666,11.666,21.599,21.599,21.599,34.513,34.513,34.513,49.167,49.167,49.167,113.819,113.819,113.819,0.02,0.02,0.02,1.9609999999999999,1.9609999999999999,1.9609999999999999,7.709,7.709,7.709,6.846,6.846,6.846,11.253,11.253,11.253,16.434,16.434,16.434,23.472,23.472,23.472,62.051,62.051,62.051
2015-08-18 00:00:00,22.248,22.248,22.248,170.206,170.206,170.206,356.248,356.248,356.248,596.836,596.836,596.836,1099.914,1099.914,1099.914,1963.877,1963.877,1963.877,2945.408,2945.408,2945.408,5233.724,5233.724,5233.724,7.543,7.543,7.543,93.949,93.949,93.949,198.751,198.751,198.751,344.049,344.049,344.049,701.237,701.237,701.237,1300.187,1300.187,1300.187,1971.951,1971.951,1971.951,3549.156,3549.156,3549.156,2.059,2.059,2.059,49.39,49.39,49.39,106.905,106.905,106.905,180.837,180.837,180.837,404.76,404.76,404.76,773.201,773.201,773.201,1170.304,1170.304,1170.304,2096.793,2096.793,2096.793,0.573,0.573,0.573,26.496,26.496,26.496,61.45,61.45,61.45,96.586,96.586,96.586,224.035,224.035,224.035,430.07,430.07,430.07,640.659,640.659,640.659,1141.08,1141.08,1141.08,0.181,0.181,0.181,15.472,15.472,15.472,38.949,38.949,38.949,55.458,55.458,55.458,126.712,126.712,126.712,238.624,238.624,238.624,348.943,348.943,348.943,634.734,634.734,634.734,0.07,0.07,0.07,9.682,9.682,9.682,26.616,26.616,26.616,34.559,34.559,34.559,75.538,75.538,75.538,137.383,137.383,137.383,198.177,198.177,198.177,377.916,377.916,377.916,0.03,0.03,0.03,6.441,6.441,6.441,19.281,19.281,19.281,22.96,22.96,22.96,47.513,47.513,47.513,82.953,82.953,82.953,118.689,118.689,118.689,240.613,240.613,240.613,0.01,0.01,0.01,4.521,4.521,4.521,14.617,14.617,14.617,16.051,16.051,16.051,31.331,31.331,31.331,52.409,52.409,52.409,74.685,74.685,74.685,161.874,161.874,161.874,0.01,0.01,0.01,3.313,3.313,3.313,11.482,11.482,11.482,11.701,11.701,11.701,21.526,21.526,21.526,34.459,34.459,34.459,49.049,49.049,49.049,113.768,113.768,113.768,0.02,0.02,0.02,1.972,1.972,1.972,7.723,7.723,7.723,6.853,6.853,6.853,11.218,11.218,11.218,16.424,16.424,16.424,23.413,23.413,23.413,62.028,62.028,62.028
2015-08-19 00:00:00,15.463,15.463,15.463,155.13,155.13,155.13,337.792,337.792,337.792,579.169,579.169,579.169,1083.845,1083.845,1083.845,1944.348,1944.348,1944.348,2882.082,2882.082,2882.082,5131.202,5131.202,5131.202,4.709,4.709,4.709,84.417,84.417,84.417,186.626,186.626,186.626,331.231,331.231,331.231,688.108,688.108,688.108,1283.493,1283.493,1283.493,1917.914,1917.914,1917.914,3459.742,3459.742,3459.742,1.255,1.255,1.255,44.305,44.305,44.305,100.659,100.659,100.659,173.699,173.699,173.699,395.957,395.957,395.957,761.212,761.212,761.212,1131.751,1131.751,1131.751,2032.751,2032.751,2032.751,0.362,0.362,0.362,23.946,23.946,23.946,58.352,58.352,58.352,93.078,93.078,93.078,219.068,219.068,219.068,422.933,422.933,422.933,618.162,618.162,618.162,1104.92,1104.92,1104.92,0.121,0.121,0.121,14.126,14.126,14.126,37.284,37.284,37.284,53.687,53.687,53.687,124.07,124.07,124.07,234.763,234.763,234.763,337.095,337.095,337.095,616.071,616.071,616.071,0.05,0.05,0.05,8.933,8.933,8.933,25.64,25.64,25.64,33.585,33.585,33.585,74.11,74.11,74.11,135.317,135.317,135.317,191.92,191.92,191.92,367.902,367.902,367.902,0.02,0.02,0.02,5.997,5.997,5.997,18.653,18.653,18.653,22.379,22.379,22.379,46.699,46.699,46.699,81.805,81.805,81.805,115.239,115.239,115.239,234.844,234.844,234.844,0.01,0.01,0.01,4.235,4.235,4.235,14.199,14.199,14.199,15.693,15.693,15.693,30.843,30.843,30.843,51.758,51.758,51.758,72.676,72.676,72.676,158.327,158.327,158.327,0.01,0.01,0.01,3.122,3.122,3.122,11.194,11.194,11.194,11.454,11.454,11.454,21.218,21.218,21.218,34.061,34.061,34.061,47.823,47.823,47.823,111.471,111.471,111.471,0.02,0.02,0.02,1.875,1.875,1.875,7.566,7.566,7.566,6.742,6.742,6.742,11.091,11.091,11.091,16.266,16.266,16.266,22.906,22.906,22.906,60.913,60.913,60.913
2015-08-20 00:00:00,13.142,13.142,13.142,154.146,154.146,154.146,334.479,334.479,334.479,578.413,578.413,578.413,1077.05,1077.05,1077.05,1934.981,1934.981,1934.981,2853.446,2853.446,2853.446,5064.557,5064.557,5064.557,3.855,3.855,3.855,83.726,83.726,83.726,184.507,184.507,184.507,330.695,330.695,330.695,682.793,682.793,682.793,1275.813,1275.813,1275.813,1893.407,1893.407,1893.407,3402.067,3402.067,3402.067,1.034,1.034,1.034,43.912,43.912,43.912,99.578,99.578,99.578,173.393,173.393,173.393,392.521,392.521,392.521,755.918,755.918,755.918,1114.262,1114.262,1114.262,1991.922,1991.922,1991.922,0.311,0.311,0.311,23.748,23.748,23.748,57.809,57.809,57.809,92.934,92.934,92.934,217.154,217.154,217.154,419.851,419.851,419.851,607.992,607.992,607.992,1082.063,1082.063,1082.063,0.11,0.11,0.11,14.037,14.037,14.037,36.989,36.989,36.989,53.614,53.614,53.614,123.052,123.052,123.052,233.106,233.106,233.106,331.723,331.723,331.723,604.261,604.261,604.261,0.04,0.04,0.04,8.888,8.888,8.888,25.46,25.46,25.46,33.555,33.555,33.555,73.555,73.555,73.555,134.424,134.424,134.424,189.082,189.082,189.082,361.554,361.554,361.554,0.02,0.02,0.02,5.973,5.973,5.973,18.548000000000002,18.548000000000002,18.548000000000002,22.363,22.363,22.363,46.377,46.377,46.377,81.31,81.31,81.31,113.684,113.684,113.684,231.168,231.168,231.168,0.01,0.01,0.01,4.233,4.233,4.233,14.123,14.123,14.123,15.676,15.676,15.676,30.651,30.651,30.651,51.46,51.46,51.46,71.78,71.78,71.78,156.042,156.042,156.042,0.01,0.01,0.01,3.12,3.12,3.12,11.133,11.133,11.133,11.451,11.451,11.451,21.094,21.094,21.094,33.881,33.881,33.881,47.267,47.267,47.267,109.968,109.968,109.968,0.02,0.02,0.02,1.885,1.885,1.885,7.533,7.533,7.533,6.731,6.731,6.731,11.027,11.027,11.027,16.19,16.19,16.19,22.673000000000002,22.673000000000002,22.673000000000002,60.191,60.191,60.191
2015-08-21 00:00:00,13.481,13.481,13.481,153.023,153.023,153.023,329.13,329.13,329.13,561.817,561.817,561.817,1049.63,1049.63,1049.63,1873.094,1873.094,1873.094,2775.491,2775.491,2775.491,4899.73,4899.73,4899.73,4.025,4.025,4.025,83,83,83,181.232,181.232,181.232,319.154,319.154,319.154,661.406,661.406,661.406,1225.056,1225.056,1225.056,1828.264,1828.264,1828.264,3260.402,3260.402,3260.402,1.084,1.084,1.084,43.371,43.371,43.371,97.982,97.982,97.982,167.236,167.236,167.236,378.76,378.76,378.76,720.979,720.979,720.979,1068.99,1068.99,1068.99,1892.865,1892.865,1892.865,0.321,0.321,0.321,23.321,23.321,23.321,57.036,57.036,57.036,90.006,90.006,90.006,209.585,209.585,209.585,399.637,399.637,399.637,582.098,582.098,582.098,1027.084,1027.084,1027.084,0.11,0.11,0.11,13.707,13.707,13.707,36.584,36.584,36.584,52.175,52.175,52.175,119.073,119.073,119.073,222.325,222.325,222.325,318.188,318.188,318.188,575.942,575.942,575.942,0.05,0.05,0.05,8.627,8.627,8.627,25.231,25.231,25.231,32.777,32.777,32.777,71.39,71.39,71.39,128.634,128.634,128.634,181.941,181.941,181.941,346.3,346.3,346.3,0.02,0.02,0.02,5.779,5.779,5.779,18.399,18.399,18.399,21.919,21.919,21.919,45.141,45.141,45.141,78.074,78.074,78.074,109.723,109.723,109.723,222.333,222.333,222.333,0.01,0.01,0.01,4.072,4.072,4.072,14.027,14.027,14.027,15.397,15.397,15.397,29.904,29.904,29.904,49.564,49.564,49.564,69.473,69.473,69.473,150.584,150.584,150.584,0.01,0.01,0.01,3.003,3.003,3.003,11.076,11.076,11.076,11.273,11.273,11.273,20.622,20.622,20.622,32.729,32.729,32.729,45.868,45.868,45.868,106.406,106.406,106.406,0.02,0.02,0.02,1.799,1.799,1.799,7.494,7.494,7.494,6.645,6.645,6.645,10.818999999999999,10.818999999999999,10.818999999999999,15.701,15.701,15.701,22.074,22.074,22.074,58.471,58.471,58.471
2015-08-24 00:00:00,10.243,10.243,10.243,139.907,139.907,139.907,315.187,315.187,315.187,536.802,536.802,536.802,1016.509,1016.509,1016.509,1810.786,1810.786,1810.786,2683.736,2683.736,2683.736,4733.035,4733.035,4733.035,2.9290000000000003,2.9290000000000003,2.9290000000000003,75.027,75.027,75.027,172.44,172.44,172.44,301.488,301.488,301.488,635.487,635.487,635.487,1174.224,1174.224,1174.224,1751.951,1751.951,1751.951,3118.724,3118.724,3118.724,0.813,0.813,0.813,39.191,39.191,39.191,93.492,93.492,93.492,157.598,157.598,157.598,362.046,362.046,362.046,686.254,686.254,686.254,1016.388,1016.388,1016.388,1795.546,1795.546,1795.546,0.251,0.251,0.251,21.206,21.206,21.206,54.753,54.753,54.753,85.229,85.229,85.229,200.307,200.307,200.307,379.598,379.598,379.598,552.143,552.143,552.143,973.564,973.564,973.564,0.09,0.09,0.09,12.568,12.568,12.568,35.298,35.298,35.298,49.708,49.708,49.708,114.112,114.112,114.112,211.554,211.554,211.554,302.462,302.462,302.462,548.23,548.23,548.23,0.04,0.04,0.04,7.9719999999999995,7.9719999999999995,7.9719999999999995,24.441,24.441,24.441,31.412,31.412,31.412,68.652,68.652,68.652,122.798,122.798,122.798,173.566,173.566,173.566,331.203,331.203,331.203,0.02,0.02,0.02,5.376,5.376,5.376,17.878,17.878,17.878,21.087,21.087,21.087,43.531,43.531,43.531,74.772,74.772,74.772,105.047,105.047,105.047,213.495,213.495,213.495,0.01,0.01,0.01,3.806,3.806,3.806,13.659,13.659,13.659,14.869,14.869,14.869,28.916,28.916,28.916,47.613,47.613,47.613,66.715,66.715,66.715,145.062,145.062,145.062,0.01,0.01,0.01,2.8209999999999997,2.8209999999999997,2.8209999999999997,10.804,10.804,10.804,10.917,10.917,10.917,19.989,19.989,19.989,31.508,31.508,31.508,44.153,44.153,44.153,102.75,102.75,102.75,0.02,0.02,0.02,1.7029999999999998,1.7029999999999998,1.7029999999999998,7.33,7.33,7.33,6.475,6.475,6.475,10.518,10.518,10.518,15.169,15.169,15.169,21.339,21.339,21.339,56.684,56.684,56.684
2015-08-25 00:00:00,10.415,10.415,10.415,147.392,147.392,147.392,334.92,334.92,334.92,567.782,567.782,567.782,1045.959,1045.959,1045.959,1884.563,1884.563,1884.563,2795.37,2795.37,2795.37,4932.387,4932.387,4932.387,2.99,2.99,2.99,79.862,79.862,79.862,185.198,185.198,185.198,323.555,323.555,323.555,658.471,658.471,658.471,1234.508,1234.508,1234.508,1845.051,1845.051,1845.051,3288.593,3288.593,3288.593,0.823,0.823,0.823,41.902,41.902,41.902,100.096,100.096,100.096,169.696,169.696,169.696,376.813,376.813,376.813,727.476,727.476,727.476,1080.713,1080.713,1080.713,1912.536,1912.536,1912.536,0.261,0.261,0.261,22.661,22.661,22.661,58.116,58.116,58.116,91.175,91.175,91.175,208.459,208.459,208.459,403.359,403.359,403.359,588.804,588.804,588.804,1037.925,1037.925,1037.925,0.09,0.09,0.09,13.389,13.389,13.389,37.164,37.164,37.164,52.732,52.732,52.732,118.447,118.447,118.447,224.282,224.282,224.282,321.67,321.67,321.67,581.476,581.476,581.476,0.04,0.04,0.04,8.481,8.481,8.481,25.566,25.566,25.566,33.074,33.074,33.074,71.027,71.027,71.027,129.661,129.661,129.661,183.755,183.755,183.755,349.227,349.227,349.227,0.02,0.02,0.02,5.699,5.699,5.699,18.614,18.614,18.614,22.068,22.068,22.068,44.909,44.909,44.909,78.631,78.631,78.631,110.711,110.711,110.711,224.015,224.015,224.015,0.01,0.01,0.01,4.025,4.025,4.025,14.161,14.161,14.161,15.489,15.489,15.489,29.757,29.757,29.757,49.876,49.876,49.876,70.039,70.039,70.039,151.601,151.601,151.601,0.01,0.01,0.01,2.967,2.967,2.967,11.17,11.17,11.17,11.32,11.32,11.32,20.526,20.526,20.526,32.912,32.912,32.912,46.189,46.189,46.189,107.057,107.057,107.057,0.02,0.02,0.02,1.787,1.787,1.787,7.55,7.55,7.55,6.6690000000000005,6.6690000000000005,6.6690000000000005,10.76,10.76,10.76,15.768,15.768,15.768,22.212,22.212,22.212,58.767,58.767,58.767
2015-08-26 00:00:00,10.306,10.306,10.306,145.753,145.753,145.753,335.236,335.236,335.236,579.009,579.009,579.009,1079.464,1079.464,1079.464,1934.522,1934.522,1934.522,2852.95,2852.95,2852.95,5131.847,5131.847,5131.847,2.95,2.95,2.95,78.725,78.725,78.725,185.876,185.876,185.876,333.745,333.745,333.745,685.111,685.111,685.111,1275.408,1275.408,1275.408,1892.952,1892.952,1892.952,3460.153,3460.153,3460.153,0.813,0.813,0.813,41.269,41.269,41.269,100.862,100.862,100.862,177.186,177.186,177.186,394.206,394.206,394.206,755.618,755.618,755.618,1113.938,1113.938,1113.938,2032.957,2032.957,2032.957,0.251,0.251,0.251,22.356,22.356,22.356,58.768,58.768,58.768,96.006,96.006,96.006,218.075,218.075,218.075,419.67,419.67,419.67,607.798,607.798,607.798,1105.01,1105.01,1105.01,0.09,0.09,0.09,13.239,13.239,13.239,37.683,37.683,37.683,55.821,55.821,55.821,123.477,123.477,123.477,233.018,233.018,233.018,331.625,331.625,331.625,616.117,616.117,616.117,0.04,0.04,0.04,8.398,8.398,8.398,25.979,25.979,25.979,35.126,35.126,35.126,73.724,73.724,73.724,134.368,134.368,134.368,189.029,189.029,189.029,367.932,367.932,367.932,0.02,0.02,0.02,5.664,5.664,5.664,18.943,18.943,18.943,23.5,23.5,23.5,46.423,46.423,46.423,81.279,81.279,81.279,113.651,113.651,113.651,234.869,234.869,234.869,0.01,0.01,0.01,4.009,4.009,4.009,14.435,14.435,14.435,16.527,16.527,16.527,30.655,30.655,30.655,51.437,51.437,51.437,71.77,71.77,71.77,158.333,158.333,158.333,0.01,0.01,0.01,2.971,2.971,2.971,11.394,11.394,11.394,12.099,12.099,12.099,21.082,21.082,21.082,33.882,33.882,33.882,47.261,47.261,47.261,111.479,111.479,111.479,0.02,0.02,0.02,1.7890000000000001,1.7890000000000001,1.7890000000000001,7.71,7.71,7.71,7.142,7.142,7.142,11.006,11.006,11.006,16.185,16.185,16.185,22.672,22.672,22.672,60.938,60.938,60.938
2015-08-27 00:00:00,14.913,14.913,14.913,165.224,165.224,165.224,368.6,368.6,368.6,621.442,621.442,621.442,1138.537,1138.537,1138.537,2033.01,2033.01,2033.01,3006.527,3006.527,3006.527,5424.654,5424.654,5424.654,4.576,4.576,4.576,91.066,91.066,91.066,208.827,208.827,208.827,365.409,365.409,365.409,734.152,734.152,734.152,1357.855,1357.855,1357.855,2023.741,2023.741,2023.741,3715.682,3715.682,3715.682,1.244,1.244,1.244,47.955,47.955,47.955,113.581,113.581,113.581,195.783,195.783,195.783,428.475,428.475,428.475,813.842,813.842,813.842,1207.208,1207.208,1207.208,2217.007,2217.007,2217.007,0.371,0.371,0.371,25.803,25.803,25.803,65.61,65.61,65.61,105.703,105.703,105.703,238.604,238.604,238.604,454.037,454.037,454.037,662.201,662.201,662.201,1209.471,1209.471,1209.471,0.131,0.131,0.131,15.107,15.107,15.107,41.667,41.667,41.667,60.996,60.996,60.996,135.132,135.132,135.132,251.523,251.523,251.523,360.284,360.284,360.284,670.063,670.063,670.063,0.05,0.05,0.05,9.482,9.482,9.482,28.5,28.5,28.5,38.105,38.105,38.105,80.491,80.491,80.491,144.309,144.309,144.309,204.162,204.162,204.162,396.87,396.87,396.87,0.02,0.02,0.02,6.325,6.325,6.325,20.662,20.662,20.662,25.343,25.343,25.343,50.542,50.542,50.542,86.816,86.816,86.816,121.988,121.988,121.988,251.565,251.565,251.565,0.01,0.01,0.01,4.443,4.443,4.443,15.665,15.665,15.665,17.736,17.736,17.736,33.284,33.284,33.284,54.675,54.675,54.675,76.624,76.624,76.624,168.618,168.618,168.618,0.01,0.01,0.01,3.26,3.26,3.26,12.32,12.32,12.32,12.943,12.943,12.943,22.834,22.834,22.834,35.857,35.857,35.857,50.24,50.24,50.24,118.188,118.188,118.188,0.02,0.02,0.02,1.944,1.944,1.944,8.299,8.299,8.299,7.596,7.596,7.596,11.879,11.879,11.879,17.01,17.01,17.01,23.922,23.922,23.922,64.172,64.172,64.172
